"","fips","county","state","cc_lon","cc_lat","rMapState","rMapCounty","era5_lat","era5_lon","distance"
"48",1095,"Marshall County","AL",-86.3060672405675,34.3702960027396,"alabama","marshall",34.4,-86.3,3.35363641080347
"49",1097,"Mobile County","AL",-88.2069647609245,30.8136175949597,"alabama","mobile",30.8,-88.2,1.65532862935269
"50",1099,"Monroe County","AL",-87.3640023731747,31.5722001497279,"alabama","monroe",31.6,-87.4,4.60714679215119
"51",1101,"Montgomery County","AL",-86.2071018957768,32.2253798048809,"alabama","montgomery",32.2,-86.2,2.9030208384475
"52",1103,"Morgan County","AL",-86.84793577314,34.4579999404781,"alabama","morgan",34.5,-86.8,6.42019303873126
"53",1105,"Perry County","AL",-87.2840657258622,32.6375514251045,"alabama","perry",32.6,-87.3,4.43894466390406
"54",1107,"Pickens County","AL",-88.0868871809606,33.2804353735732,"alabama","pickens",33.3,-88.1,2.4966372862019
"55",1109,"Pike County","AL",-85.9417875611777,31.8054749851606,"alabama","pike",31.8,-85.9,4.00067553989227
"56",1111,"Randolph County","AL",-85.4565991966491,33.2941748381246,"alabama","randolph",33.3,-85.5,4.08993648026479
"57",1113,"Russell County","AL",-85.194105390561,32.2951998508918,"alabama","russell",32.3,-85.2,0.770951127580653
"58",1115,"St. Clair County","AL",-86.3139306386796,33.7244650624724,"alabama","st clair",33.7,-86.3,3.01390026816863
"59",1117,"Shelby County","AL",-86.6651036276789,33.2676112435908,"alabama","shelby",33.3,-86.7,4.85305305640731
"60",1119,"Sumter County","AL",-88.1920632254297,32.5896194831096,"alabama","sumter",32.6,-88.2,1.37502607942934
"61",1121,"Talladega County","AL",-86.1631135021639,33.3865306993282,"alabama","talladega",33.4,-86.2,3.74296161105036
"62",1123,"Tallapoosa County","AL",-85.8010116039468,32.8684341284699,"alabama","tallapoosa",32.9,-85.8,3.51536971681854
"63",1125,"Tuscaloosa County","AL",-87.5169608754408,33.2943769666044,"alabama","tuscaloosa",33.3,-87.5,1.69769542236674
"64",1127,"Walker County","AL",-87.2891788824212,33.8132904375486,"alabama","walker",33.8,-87.3,1.78569949687674
"65",1129,"Washington County","AL",-88.2056405047365,31.4131960764709,"alabama","washington",31.4,-88.2,1.56332377484798
"66",1131,"Wilcox County","AL",-87.2977354031405,31.9930757622925,"alabama","wilcox",32,-87.3,0.799596044254687
"67",1133,"Winston County","AL",-87.3700359545126,34.1531492160645,"alabama","winston",34.2,-87.4,5.90028954358652
"68",4001,"Apache County","AZ",-109.491146460603,35.4050948950151,"arizona","apache",35.4,-109.5,0.983278382791506
"69",4003,"Cochise County","AZ",-109.762948908843,31.8863115497341,"arizona","cochise",31.9,-109.8,3.81926609298244
"70",4005,"Coconino County","AZ",-111.768250021295,35.8339239212172,"arizona","coconino",35.8,-111.8,4.74102865162816
"71",4007,"Gila County","AZ",-110.813307651172,33.7995711508474,"arizona","gila",33.8,-110.8,1.23166421252076
"72",4009,"Graham County","AZ",-109.899018397705,32.9344150340866,"arizona","graham",32.9,-109.9,3.83197863833863
"73",4011,"Greenlee County","AZ",-109.246620642241,33.2088611471552,"arizona","greenlee",33.2,-109.2,4.45329427492504
"74",4013,"Maricopa County","AZ",-112.489138868957,33.3526370729525,"arizona","maricopa",33.4,-112.5,5.36838610040693
"75",4015,"Mohave County","AZ",-113.753022572314,35.7064770176524,"arizona","mohave",35.7,-113.8,4.30765336485931
"76",4017,"Navajo County","AZ",-110.322763412492,35.3927659078086,"arizona","navajo",35.4,-110.3,2.21686305241017
"77",4019,"Pima County","AZ",-111.800169618225,32.1050129590631,"arizona","pima",32.1,-111.8,0.558430849192981
"78",4021,"Pinal County","AZ",-111.351874077133,32.906676648512,"arizona","pinal",32.9,-111.4,4.55837279670722
"79",4023,"Santa Cruz County","AZ",-110.863080313544,31.5360057665392,"arizona","santa cruz",31.5,-110.9,5.32317478104978
"80",4025,"Yavapai County","AZ",-112.549973184911,34.5979815502372,"arizona","yavapai",34.6,-112.5,4.58465565614022
"81",4027,"Yuma County","AZ",-113.907857526752,32.779781618327,"arizona","yuma",32.8,-113.9,2.36787020199065
"82",5001,"Arkansas County","AR",-91.3733486189687,34.2966905705236,"arkansas","arkansas",34.3,-91.4,2.47789711717331
"83",5003,"Ashley County","AR",-91.7718601019705,33.1864663089106,"arkansas","ashley",33.2,-91.8,3.02252820113521
"84",5005,"Baxter County","AR",-92.3434614096424,36.2916046024747,"arkansas","baxter",36.3,-92.3,4.01084997653837
"85",5007,"Benton County","AR",-94.264025994959,36.3416775500572,"arkansas","benton",36.3,-94.3,5.65063002241719
"86",5009,"Boone County","AR",-93.0886378470362,36.309183284617,"arkansas","boone",36.3,-93.1,1.44406344803174
"87",5011,"Bradley County","AR",-92.1659970700924,33.4646304080679,"arkansas","bradley",33.5,-92.2,5.04744613724961
"88",5013,"Calhoun County","AR",-92.5104241818729,33.5539665264041,"arkansas","calhoun",33.6,-92.5,5.21465770980596
"89",5015,"Carroll County","AR",-93.547630936813,36.3378140869541,"arkansas","carroll",36.3,-93.5,5.9976511510584
"90",5017,"Chicot County","AR",-91.296306652698,33.2609175239363,"arkansas","chicot",33.3,-91.3,4.36402330257383
"91",5019,"Clark County","AR",-93.174394888418,34.0570331597207,"arkansas","clark",34.1,-93.2,5.33431181666245
"92",5021,"Clay County","AR",-90.4250164765273,36.371796158692,"arkansas","clay",36.4,-90.4,3.85835737226489
"93",5023,"Cleburne County","AR",-92.0413208110853,35.5298264683868,"arkansas","cleburne",35.5,-92,5.00423108559619
"94",5025,"Cleveland County","AR",-92.1812967860178,33.8995795631048,"arkansas","cleveland",33.9,-92.2,1.7298823423411
"95",5027,"Columbia County","AR",-93.2292097556545,33.2154889747987,"arkansas","columbia",33.2,-93.2,3.21995481939628
"96",5029,"Conway County","AR",-92.6983587246906,35.2537343467359,"arkansas","conway",35.3,-92.7,5.15237568308017
"97",5031,"Craighead County","AR",-90.6430341027994,35.8291572139313,"arkansas","craighead",35.8,-90.6,5.0618461629199
"98",5033,"Crawford County","AR",-94.2517575424175,35.584397199214,"arkansas","crawford",35.6,-94.3,4.69868272121897
"99",5035,"Crittenden County","AR",-90.3014990330979,35.2014407310531,"arkansas","crittenden",35.2,-90.3,0.211168832823267
"100",5037,"Cross County","AR",-90.7755108090697,35.2891573445256,"arkansas","cross",35.3,-90.8,2.53031948893525
"101",5039,"Dallas County","AR",-92.64901096306,33.9706926330338,"arkansas","dallas",34,-92.6,5.57713270713216
"102",5041,"Desha County","AR",-91.2714734278985,33.8323409821788,"arkansas","desha",33.8,-91.3,4.46282744162762
"103",5043,"Drew County","AR",-91.7233153302248,33.5863951559028,"arkansas","drew",33.6,-91.7,2.63863555945106
"104",5045,"Faulkner County","AR",-92.3309435175229,35.1422425344511,"arkansas","faulkner",35.1,-92.3,5.48259010668326
"105",5047,"Franklin County","AR",-93.8983096337508,35.5054675778763,"arkansas","franklin",35.5,-93.9,0.627494714477217
"106",5049,"Fulton County","AR",-91.8249056560474,36.3795683631908,"arkansas","fulton",36.4,-91.8,3.18745700367039
"107",5051,"Garland County","AR",-93.1444441239254,34.5764415853217,"arkansas","garland",34.6,-93.1,4.84373712059265
"108",5053,"Grant County","AR",-92.4253928774294,34.2974904287612,"arkansas","grant",34.3,-92.4,2.3523836612189
"109",5055,"Greene County","AR",-90.5598378759332,36.1161983317322,"arkansas","greene",36.1,-90.6,4.03765949377812
"110",5057,"Hempstead County","AR",-93.6685350705301,33.7357778292865,"arkansas","hempstead",33.7,-93.7,4.93523344952293
"111",5059,"Hot Spring County","AR",-92.9384466993522,34.3223661057806,"arkansas","hot spring",34.3,-92.9,4.32440587235991
"112",5061,"Howard County","AR",-93.997883317203,34.0955366789395,"arkansas","howard",34.1,-94,0.533635957042334
"113",5063,"Independence County","AR",-91.5785778989027,35.7354215074489,"arkansas","independence",35.7,-91.6,4.39297022256693
"114",5065,"Izard County","AR",-91.9243404015717,36.086224858715,"arkansas","izard",36.1,-91.9,2.67342344722151
"115",5067,"Jackson County","AR",-91.2231638413181,35.5912204450711,"arkansas","jackson",35.6,-91.2,2.3122820632796
"116",5069,"Jefferson County","AR",-91.9317523534047,34.2758679338275,"arkansas","jefferson",34.3,-91.9,3.96838698566346
"117",5071,"Johnson County","AR",-93.4714218079629,35.5632314004738,"arkansas","johnson",35.6,-93.5,4.84210552224876
"118",5073,"Lafayette County","AR",-93.606661421653,33.23929762587,"arkansas","lafayette",33.2,-93.6,4.41819545494659
"119",5075,"Lawrence County","AR",-91.117918697363,36.0375426173566,"arkansas","lawrence",36,-91.1,4.47963016531709
"120",5077,"Lee County","AR",-90.7740180933498,34.7829489325652,"arkansas","lee",34.8,-90.8,3.03957759303818
"121",5079,"Lincoln County","AR",-91.7260978082412,33.9634447417876,"arkansas","lincoln",34,-91.7,4.72835290852842
"122",5081,"Little River County","AR",-94.2431688660344,33.7094300838337,"arkansas","little river",33.7,-94.2,4.13217836209785
"123",5083,"Logan County","AR",-93.7242869754685,35.2106323256837,"arkansas","logan",35.2,-93.7,2.5051724439878
"124",5085,"Lonoke County","AR",-91.8911335540308,34.7567821332202,"arkansas","lonoke",34.8,-91.9,4.87864076495361
"125",5087,"Madison County","AR",-93.7308615183217,36.0038970118594,"arkansas","madison",36,-93.7,2.81186636098962
"126",5089,"Marion County","AR",-92.681893870018,36.2636623693825,"arkansas","marion",36.3,-92.7,4.3595305138466
"127",5091,"Miller County","AR",-93.8957210370478,33.3189346501146,"arkansas","miller",33.3,-93.9,2.14503499981046
"128",5093,"Mississippi County","AR",-90.0554017152085,35.7557053141909,"arkansas","mississippi",35.8,-90.1,6.36710197477711
"129",5095,"Monroe County","AR",-91.2085674248188,34.6757781193154,"arkansas","monroe",34.7,-91.2,2.80786236356287
"130",5097,"Montgomery County","AR",-93.6583185509703,34.5477290251178,"arkansas","montgomery",34.5,-93.7,6.54616392080493
"131",5099,"Nevada County","AR",-93.3071693984676,33.6637179685923,"arkansas","nevada",33.7,-93.3,4.09340108875481
"132",5101,"Newton County","AR",-93.2204126887388,35.9112377950693,"arkansas","newton",35.9,-93.2,2.22443672000556
"133",5103,"Ouachita County","AR",-92.8870999576128,33.5975916385369,"arkansas","ouachita",33.6,-92.9,1.22520161633312
"134",5105,"Perry County","AR",-92.9415163009449,34.9423457912257,"arkansas","perry",34.9,-92.9,6.04840878626394
"135",5107,"Phillips County","AR",-90.8502378885733,34.4359320214337,"arkansas","phillips",34.4,-90.9,6.07251285296301
"136",5109,"Pike County","AR",-93.6588417116683,34.1713051055745,"arkansas","pike",34.2,-93.7,4.95756506858015
"137",5111,"Poinsett County","AR",-90.6673735642984,35.5678427090494,"arkansas","poinsett",35.6,-90.7,4.6415935080488
"138",5113,"Polk County","AR",-94.2378527190756,34.4970142946061,"arkansas","polk",34.5,-94.2,3.48747414529921
"139",5115,"Pope County","AR",-93.0333960172532,35.4408190819314,"arkansas","pope",35.4,-93,5.46116679285395
"140",5117,"Prairie County","AR",-91.5538506344373,34.8317376085571,"arkansas","prairie",34.8,-91.6,5.50240542422182
"141",5119,"Pulaski County","AR",-92.3127228992504,34.7718331531253,"arkansas","pulaski",34.8,-92.3,3.34463356041795
"142",5121,"Randolph County","AR",-91.0407468976123,36.3458117324833,"arkansas","randolph",36.3,-91,6.27407168030637
"143",5123,"St. Francis County","AR",-90.7606298159485,35.0154943464874,"arkansas","st francis",35,-90.8,3.9816078214228
"144",5125,"Saline County","AR",-92.6723080115477,34.6500778458355,"arkansas","saline",34.7,-92.7,6.10878819125831
"145",5127,"Scott County","AR",-94.0745859023814,34.8665365402779,"arkansas","scott",34.9,-94.1,4.38934763554117
"146",5129,"Searcy County","AR",-92.6987788640251,35.9044190960188,"arkansas","searcy",35.9,-92.7,0.504180087786384
"147",5131,"Sebastian County","AR",-94.2803931186354,35.2038251980023,"arkansas","sebastian",35.2,-94.3,1.83251082355122
"148",5133,"Sevier County","AR",-94.2527073812027,34.000887456855,"arkansas","sevier",34,-94.3,4.36451193908507
"149",5135,"Sharp County","AR",-91.493873431797,36.1530859802026,"arkansas","sharp",36.2,-91.5,5.25146509535191
"150",5137,"Stone County","AR",-92.1609512828929,35.853219629155,"arkansas","stone",35.9,-92.2,6.28761871855216
"151",5139,"Union County","AR",-92.6011336955415,33.1707978383891,"arkansas","union",33.2,-92.6,3.25255159202319
"152",5141,"Van Buren County","AR",-92.5262734495765,35.5736545483683,"arkansas","van buren",35.6,-92.5,3.77589538546096
"153",5143,"Washington County","AR",-94.2216888134588,35.9760941259323,"arkansas","washington",36,-94.2,3.30062079391792
"154",5145,"White County","AR",-91.7456182199986,35.2527104716531,"arkansas","white",35.3,-91.7,6.69993830344493
"155",5147,"Woodruff County","AR",-91.2463927670546,35.1818548999331,"arkansas","woodruff",35.2,-91.2,4.67803615150809
"156",5149,"Yell County","AR",-93.413702711886,35.0045598183947,"arkansas","yell",35,-93.4,1.34916708838989
"157",6001,"Alameda County","CA",-121.84949433985,37.6465374459748,"california","alameda",37.6,-121.8,6.77354217407549
"158",6003,"Alpine County","CA",-119.817664810032,38.5954053263136,"california","alpine",38.6,-119.8,1.61943164767643
"159",6005,"Amador County","CA",-120.64086448759,38.4525654154474,"california","amador",38.5,-120.6,6.36878270542143
"160",6007,"Butte County","CA",-121.600771230573,39.6672339391694,"california","butte",39.7,-121.6,3.64817504693964
"161",6009,"Calaveras County","CA",-120.553016528384,38.2092068947226,"california","calaveras",38.2,-120.6,4.23627302490493
"162",6011,"Colusa County","CA",-122.241494639372,39.1827004240772,"california","colusa",39.2,-122.2,4.06540162970028
"163",6013,"Contra Costa County","CA",-121.916679395843,37.9186107459864,"california","contra costa",37.9,-121.9,2.53752207526672
"164",6015,"Del Norte County","CA",-123.903649467453,41.7602686803322,"california","del norte",41.8,-123.9,4.43318342588027
"165",6017,"El Dorado County","CA",-120.52854538896,38.7807565919343,"california","el dorado",38.8,-120.5,3.27461002045837
"166",6019,"Fresno County","CA",-119.641035500651,36.7536778577437,"california","fresno",36.8,-119.6,6.32239524107693
"167",6021,"Glenn County","CA",-122.391278719288,39.6051235221567,"california","glenn",39.6,-122.4,0.940344333818236
"168",6023,"Humboldt County","CA",-123.875443982776,40.7074530439773,"california","humboldt",40.7,-123.9,2.23169677884055
"169",6025,"Imperial County","CA",-115.37514125584,33.0447159977397,"california","imperial",33,-115.4,5.49171695909679
"170",6027,"Inyo County","CA",-117.418496529915,36.5163500398541,"california","inyo",36.5,-117.4,2.46038025082561
"171",6029,"Kern County","CA",-118.728691970382,35.3416290495964,"california","kern",35.3,-118.7,5.31684618949673
"172",6031,"Kings County","CA",-119.805536684368,36.066444239207,"california","kings",36.1,-119.8,3.76826937740675
"173",6033,"Lake County","CA",-122.762571051551,39.1090821801266,"california","lake",39.1,-122.8,3.38793262345672
"174",6035,"Lassen County","CA",-120.600690601376,40.6874672995682,"california","lassen",40.7,-120.6,1.3964144054569
"175",6037,"Los Angeles County","CA",-118.212741867206,34.3699569287734,"california","los angeles",34.4,-118.2,3.54357035525752
"176",6039,"Madera County","CA",-119.762413236247,37.2135718720761,"california","madera",37.2,-119.8,3.65918184941739
"177",6041,"Marin County","CA",-122.695332026438,38.0710497466485,"california","marin",38.1,-122.7,3.24837509173518
"178",6043,"Mariposa County","CA",-119.898357178571,37.5805594919136,"california","mariposa",37.6,-119.9,2.16874836757532
"179",6045,"Mendocino County","CA",-123.384896100143,39.4564006098438,"california","mendocino",39.5,-123.4,5.02384071036263
"180",6047,"Merced County","CA",-120.721091311373,37.1852345239544,"california","merced",37.2,-120.7,2.4902098470083
"181",6049,"Modoc County","CA",-120.738326055976,41.6084686516257,"california","modoc",41.6,-120.7,3.32689095085725
"182",6051,"Mono County","CA",-118.887350475437,37.9387661235196,"california","mono",37.9,-118.9,4.4558072920323
"183",6053,"Monterey County","CA",-121.212365113358,36.2088467551408,"california","monterey",36.2,-121.2,1.48457411840992
"184",6055,"Napa County","CA",-122.338231172264,38.5091311986225,"california","napa",38.5,-122.3,3.48188152873419
"185",6057,"Nevada County","CA",-120.77038746003,39.3040746404315,"california","nevada",39.3,-120.8,2.59114127635564
"186",6059,"Orange County","CA",-117.753270626706,33.7169558795831,"california","orange",33.7,-117.8,4.72127519281752
"187",6061,"Placer County","CA",-120.716592734868,39.0666090830929,"california","placer",39.1,-120.7,3.983933452695
"188",6063,"Plumas County","CA",-120.849650629147,40.0153053435976,"california","plumas",40,-120.8,4.56325919539249
"189",6065,"Riverside County","CA",-116.009319130934,33.7456214811381,"california","riverside",33.7,-116,5.15125262226541
"190",6067,"Sacramento County","CA",-121.337509789877,38.4513577625945,"california","sacramento",38.5,-121.3,6.3249185148194
"191",6069,"San Benito County","CA",-121.069485294617,36.6020887245199,"california","san benito",36.6,-121.1,2.7374913746853
"192",6071,"San Bernardino County","CA",-116.17293625371,34.8451650202009,"california","san bernardino",34.8,-116.2,5.60308089660602
"193",6073,"San Diego County","CA",-116.720188386316,33.0401459495961,"california","san diego",33,-116.7,4.85016594593937
"194",6075,"San Francisco County","CA",-122.406548748514,37.753324004622,"california","san francisco",37.8,-122.4,5.2277746468135
"195",6077,"San Joaquin County","CA",-121.267812951903,37.9407222417432,"california","san joaquin",37.9,-121.3,5.34219315952938
"196",6079,"San Luis Obispo County","CA",-120.372441897186,35.3793066604115,"california","san luis obispo",35.4,-120.4,3.39987044052235
"197",6081,"San Mateo County","CA",-122.298159302402,37.4368290823388,"california","san mateo",37.4,-122.3,4.10286435790752
"198",6083,"Santa Barbara County","CA",-120.010974818072,34.733514588491,"california","santa barbara",34.7,-120,3.86353358252056
"199",6085,"Santa Clara County","CA",-121.692274112787,37.2300150945929,"california","santa clara",37.2,-121.7,3.41060399191339
"200",6087,"Santa Cruz County","CA",-121.994953916819,37.0660268383517,"california","santa cruz",37.1,-122,3.80816364653814
"201",6089,"Shasta County","CA",-122.054827228215,40.7799972023433,"california","shasta",40.8,-122.1,4.4109587585578
"202",6091,"Sierra County","CA",-120.511209843809,39.5824897471059,"california","sierra",39.6,-120.5,2.17337702027396
"203",6093,"Siskiyou County","CA",-122.563089621977,41.603634183713,"california","siskiyou",41.6,-122.6,3.09954488035354
"204",6095,"Solano County","CA",-121.921901579182,38.2789084210836,"california","solano",38.3,-121.9,3.02923024127116
"205",6097,"Sonoma County","CA",-122.876329207016,38.5330778335282,"california","sonoma",38.5,-122.9,4.21984946233333
"206",6099,"Stanislaus County","CA",-120.997342879931,37.557803468029,"california","stanislaus",37.6,-121,4.70297242626881
"207",6101,"Sutter County","CA",-121.690171942831,39.0344917576361,"california","sutter",39,-121.7,3.93251477923998
"208",6103,"Tehama County","CA",-122.245791234196,40.1364809959427,"california","tehama",40.1,-122.2,5.62945344162317
"209",6105,"Trinity County","CA",-123.128127469938,40.673654411725,"california","trinity",40.7,-123.1,3.77312761372402
"210",6107,"Tulare County","CA",-118.791992936775,36.2181266011573,"california","tulare",36.2,-118.8,2.14219204734489
"211",6109,"Tuolumne County","CA",-119.955589050602,38.0288413544468,"california","tuolumne",38,-120,5.04767713922179
"212",6111,"Ventura County","CA",-119.071523859832,34.4901459038316,"california","ventura",34.5,-119.1,2.8340558883248
"213",6113,"Yolo County","CA",-121.904841352759,38.691680432312,"california","yolo",38.7,-121.9,1.01747128515862
"214",6115,"Yuba County","CA",-121.35266050273,39.2651100258539,"california","yuba",39.3,-121.4,5.63189867453711
"215",8001,"Adams County","CO",-104.336534362786,39.8802861418787,"colorado","adams",39.9,-104.3,3.81479023383307
"216",8003,"Alamosa County","CO",-105.799754906992,37.5569013484138,"colorado","alamosa",37.6,-105.8,4.79760003663964
"217",8005,"Arapahoe County","CO",-104.339407982435,39.6526757620356,"colorado","arapahoe",39.7,-104.3,6.25718051659282
"218",8007,"Archuleta County","CO",-107.032728576632,37.18456622936,"colorado","archuleta",37.2,-107,3.3727631725579
"219",8009,"Baca County","CO",-102.563986470226,37.3126859982796,"colorado","baca",37.3,-102.6,3.48803334920738
"220",8011,"Bent County","CO",-103.079215443596,37.9429830480231,"colorado","bent",37.9,-103.1,5.12117695036993
"221",8013,"Boulder County","CO",-105.354226959776,40.0936466733349,"colorado","boulder",40.1,-105.4,3.96089003308126
"222",8015,"Chaffee County","CO",-106.203326415951,38.7480213943664,"colorado","chaffee",38.7,-106.2,5.35344711547253
"223",8017,"Cheyenne County","CO",-102.611589948316,38.8263896493132,"colorado","cheyenne",38.8,-102.6,3.10484325131973
"224",8019,"Clear Creek County","CO",-105.64678223199,39.687062482111,"colorado","clear creek",39.7,-105.6,4.2577170312799
"225",8021,"Conejos County","CO",-106.192382989387,37.1887044142696,"colorado","conejos",37.2,-106.2,1.42729708331044
"226",8023,"Costilla County","CO",-105.435887805238,37.2763064614445,"colorado","costilla",37.3,-105.4,4.13062571330122
"227",8025,"Crowley County","CO",-103.783190268835,38.3229138633115,"colorado","crowley",38.3,-103.8,2.94270760513461
"228",8027,"Custer County","CO",-105.370147277357,38.1039156910178,"colorado","custer",38.1,-105.4,2.65064456186128
"229",8029,"Delta County","CO",-107.876665379318,38.8464674720178,"colorado","delta",38.8,-107.9,5.55441057956364
"230",8031,"Denver County","CO",-104.870505831632,39.7610053912954,"colorado","denver",39.8,-104.9,5.02058160138737
"231",8033,"Dolores County","CO",-108.500245092356,37.7555354061916,"colorado","dolores",37.8,-108.5,4.94973798722777
"232",8035,"Douglas County","CO",-104.925021504108,39.3248934164609,"colorado","douglas",39.3,-104.9,3.51085816614313
"233",8037,"Eagle County","CO",-106.699941263662,39.6200812447974,"colorado","eagle",39.6,-106.7,2.23560890600414
"234",8039,"Elbert County","CO",-104.133561354386,39.2875523894561,"colorado","elbert",39.3,-104.1,3.20572679541424
"235",8041,"El Paso County","CO",-104.517458428788,38.8249896888375,"colorado","el paso",38.8,-104.5,3.16738955853475
"236",8043,"Fremont County","CO",-105.439800671086,38.4673586839046,"colorado","fremont",38.5,-105.4,5.02347162705269
"237",8045,"Garfield County","CO",-107.907918101318,39.596626846081,"colorado","garfield",39.6,-107.9,0.776443056004609
"238",8047,"Gilpin County","CO",-105.525616098628,39.8608976201316,"colorado","gilpin",39.9,-105.5,4.87209197630331
"239",8049,"Grand County","CO",-106.121660603526,40.0982670254713,"colorado","grand",40.1,-106.1,1.85396483689773
